date,customer_id,product_id,page_views,purchase_amount
2023-05-01,C1006,P101,15,89.99
2023-05-01,C1001,P102,14,149.50
2023-05-02,C1002,P104,9,299.00
2023-05-02,C1003,P104,15,299.00
2023-05-02,C1004,P102,10,149.50
2023-05-02,C1005,P102,10,149.50
2023-05-02,C1006,P102,8,149.50
2023-05-02,C1001,P104,9,299.00
2023-05-02,C1002,P104,8,0.00
2023-05-02,C1003,P101,14,0.00
2023-05-02,C1004,P101,10,89.99
2023-05-03,C1005,P101,10,89.99
2023-05-03,C1006,P104,10,299.00
2023-05-03,C1001,P101,14,0.00
2023-05-03,C1002,P102,11,0.00
2023-05-03,C1003,P104,11,0.00
2023-05-03,C1004,P104,14,299.00
2023-05-03,C1005,P102,6,149.50
2023-05-03,C1006,P103,6,0.00
2023-05-04,C1001,P104,13,299.00
2023-05-04,C1002,P102,1,0.00
2023-05-04,C1003,P101,9,89.99
2023-05-04,C1004,P102,10,149.50
2023-05-04,C1005,P102,13,149.50
2023-05-04,C1006,P102,3,149.50
2023-05-04,C1001,P102,13,149.50
2023-05-04,C1002,P102,12,149.50
2023-05-04,C1003,P103,10,0.00
2023-05-04,C1004,P101,7,0.00
2023-05-04,C1005,P103,9,0.00
2023-05-05,C1006,P102,9,0.00
2023-05-05,C1001,P104,10,0.00
2023-05-05,C1002,P103,8,45.00
2023-05-05,C1003,P104,12,299.00
2023-05-05,C1004,P104,7,299.00
2023-05-05,C1005,P102,7,149.50
2023-05-05,C1006,P103,11,45.00
2023-05-05,C1001,P101,6,89.99
2023-05-05,C1002,P102,14,149.50
2023-05-06,C1003,P101,12,0.00
2023-05-06,C1004,P103,13,0.00
2023-05-06,C1005,P104,9,0.00
2023-05-06,C1006,P104,15,299.00
2023-05-06,C1001,P104,8,299.00
2023-05-06,C1002,P103,10,45.00
2023-05-06,C1003,P103,16,45.00
2023-05-06,C1004,P101,10,0.00
2023-05-06,C1005,P101,5,0.00
2023-05-06,C1006,P102,7,149.50
2023-05-06,C1001,P103,13,0.00
2023-05-07,C1002,P102,1,0.00
2023-05-07,C1003,P102,16,0.00
2023-05-07,C1004,P102,9,149.50
2023-05-07,C1005,P104,13,0.00
2023-05-07,C1006,P101,8,0.00
2023-05-07,C1001,P104,9,299.00
2023-05-07,C1002,P104,12,299.00
2023-05-07,C1003,P101,15,0.00
2023-05-07,C1004,P102,9,0.00
2023-05-07,C1005,P102,5,0.00
2023-05-08,C1006,P102,12,0.00
2023-05-08,C1001,P101,10,89.99
2023-05-08,C1002,P102,10,0.00
2023-05-08,C1003,P104,4,0.00
2023-05-08,C1004,P101,11,89.99
2023-05-08,C1005,P101,11,0.00
2023-05-08,C1006,P101,11,0.00
2023-05-08,C1001,P101,4,0.00
2023-05-08,C1002,P102,14,149.50
2023-05-09,C1003,P104,10,0.00
2023-05-09,C1004,P101,6,0.00
2023-05-09,C1005,P103,13,0.00
2023-05-09,C1006,P101,17,0.00
2023-05-09,C1001,P104,7,0.00
2023-05-09,C1002,P104,10,0.00
2023-05-09,C1003,P103,11,0.00
2023-05-10,C1004,P101,12,0.00
2023-05-10,C1005,P102,11,149.50
2023-05-10,C1006,P101,9,89.99
2023-05-10,C1001,P103,8,45.00
2023-05-10,C1002,P103,6,45.00
2023-05-10,C1003,P101,11,0.00
2023-05-10,C1004,P101,12,89.99
2023-05-10,C1005,P102,8,149.50
2023-05-10,C1006,P101,12,89.99
2023-05-11,C1001,P103,13,45.00
2023-05-11,C1002,P103,12,45.00
2023-05-11,C1003,P101,6,89.99
2023-05-11,C1004,P102,9,149.50
2023-05-11,C1005,P102,15,0.00
2023-05-11,C1006,P101,9,89.99
2023-05-11,C1001,P102,7,149.50
2023-05-11,C1002,P103,12,0.00
2023-05-12,C1003,P102,13,0.00
2023-05-12,C1004,P104,10,299.00
2023-05-12,C1005,P103,13,0.00
2023-05-12,C1006,P103,7,0.00
2023-05-12,C1001,P102,7,0.00
2023-05-12,C1002,P103,11,0.00
2023-05-12,C1003,P101,11,0.00
2023-05-12,C1004,P102,10,149.50
2023-05-12,C1005,P103,11,45.00
2023-05-12,C1006,P101,11,0.00
2023-05-13,C1001,P103,1,45.00
2023-05-13,C1002,P103,5,45.00
2023-05-13,C1003,P101,2,89.99
2023-05-13,C1004,P102,10,149.50
2023-05-13,C1005,P101,13,89.99
2023-05-13,C1006,P102,5,149.50
2023-05-13,C1001,P102,9,149.50
2023-05-13,C1002,P102,1,0.00
2023-05-13,C1003,P101,4,89.99
2023-05-13,C1004,P102,18,0.00
2023-05-13,C1005,P103,11,45.00
2023-05-14,C1006,P103,5,45.00
2023-05-14,C1001,P103,7,0.00
2023-05-14,C1002,P103,15,0.00
2023-05-14,C1003,P102,14,149.50
2023-05-14,C1004,P103,9,45.00
2023-05-14,C1005,P101,11,89.99
2023-05-14,C1006,P103,11,45.00
2023-05-14,C1001,P102,13,0.00
2023-05-14,C1002,P103,9,45.00
2023-05-14,C1003,P104,23,299.00
2023-05-15,C1004,P102,16,0.00
2023-05-15,C1005,P102,7,0.00
2023-05-15,C1006,P102,1,149.50
2023-05-15,C1001,P104,17,0.00
2023-05-15,C1002,P104,18,0.00
2023-05-15,C1003,P102,6,0.00
2023-05-15,C1004,P103,19,0.00
2023-05-15,C1005,P104,8,0.00
2023-05-15,C1006,P104,12,0.00
2023-05-15,C1001,P103,6,0.00
2023-05-15,C1002,P103,2,0.00
2023-05-16,C1003,P101,7,89.99
2023-05-16,C1004,P101,7,0.00
2023-05-16,C1005,P103,5,45.00
2023-05-16,C1006,P102,9,149.50
2023-05-16,C1001,P103,14,45.00
2023-05-16,C1002,P103,4,0.00
2023-05-16,C1003,P104,1,299.00
2023-05-16,C1004,P103,7,0.00
2023-05-16,C1005,P104,13,0.00
2023-05-16,C1006,P102,5,149.50
2023-05-17,C1001,P104,8,0.00
2023-05-17,C1002,P103,11,45.00
2023-05-17,C1003,P101,4,89.99
2023-05-17,C1004,P104,10,299.00
2023-05-17,C1005,P102,5,149.50
2023-05-17,C1006,P101,12,89.99
2023-05-17,C1001,P103,6,0.00
2023-05-17,C1002,P103,2,0.00
2023-05-17,C1003,P101,9,89.99
2023-05-18,C1004,P101,17,0.00
2023-05-18,C1005,P104,9,299.00
2023-05-18,C1006,P101,16,0.00
2023-05-18,C1001,P101,10,0.00
2023-05-18,C1002,P103,12,45.00
2023-05-18,C1003,P103,15,45.00
2023-05-18,C1004,P101,13,89.99
2023-05-18,C1005,P104,15,0.00
2023-05-18,C1006,P104,11,299.00
2023-05-19,C1001,P101,8,0.00
2023-05-19,C1002,P104,11,299.00
2023-05-19,C1003,P102,10,149.50
2023-05-19,C1004,P104,4,0.00
2023-05-19,C1005,P101,8,89.99
2023-05-19,C1006,P103,10,45.00
2023-05-19,C1001,P104,10,0.00
2023-05-19,C1002,P102,14,0.00
2023-05-19,C1003,P104,13,0.00
2023-05-19,C1004,P104,16,0.00
2023-05-19,C1005,P104,11,0.00
2023-05-20,C1006,P103,19,0.00
2023-05-20,C1001,P101,9,0.00
2023-05-20,C1002,P103,6,0.00
2023-05-20,C1003,P104,11,299.00
2023-05-20,C1004,P101,6,0.00
2023-05-20,C1005,P101,11,89.99
2023-05-20,C1006,P102,14,0.00
2023-05-20,C1001,P101,7,89.99
2023-05-20,C1002,P104,10,299.00
2023-05-20,C1003,P101,3,0.00
2023-05-20,C1004,P101,11,0.00
2023-05-20,C1005,P104,13,299.00
2023-05-21,C1006,P101,10,0.00
2023-05-21,C1001,P102,5,0.00
2023-05-21,C1002,P104,9,299.00
2023-05-21,C1003,P102,14,149.50
2023-05-21,C1004,P102,17,149.50
2023-05-21,C1005,P101,12,0.00
2023-05-21,C1006,P101,11,89.99
2023-05-21,C1001,P103,12,0.00
2023-05-21,C1002,P104,13,299.00
2023-05-21,C1003,P103,6,0.00
2023-05-21,C1004,P103,12,45.00
2023-05-22,C1005,P104,12,0.00
2023-05-22,C1006,P104,9,0.00
2023-05-22,C1001,P104,4,0.00
2023-05-22,C1002,P104,5,299.00
2023-05-22,C1003,P104,17,0.00
2023-05-22,C1004,P103,10,45.00
2023-05-22,C1005,P101,10,0.00
2023-05-22,C1006,P103,17,0.00
2023-05-22,C1001,P102,11,149.50
2023-05-22,C1002,P104,10,0.00
2023-05-22,C1003,P102,9,0.00
2023-05-23,C1004,P102,10,0.00
2023-05-23,C1005,P103,11,0.00
2023-05-23,C1006,P102,9,0.00
2023-05-23,C1001,P101,12,0.00
2023-05-23,C1002,P102,7,0.00
2023-05-23,C1003,P101,8,89.99
2023-05-23,C1004,P101,9,89.99
2023-05-23,C1005,P101,11,0.00
2023-05-23,C1006,P103,10,45.00
2023-05-24,C1001,P101,5,0.00
2023-05-24,C1002,P104,14,0.00
2023-05-24,C1003,P104,9,0.00
2023-05-24,C1004,P103,7,45.00
2023-05-24,C1005,P101,12,0.00
2023-05-24,C1006,P103,11,0.00
2023-05-24,C1001,P104,9,299.00
2023-05-24,C1002,P104,22,0.00
2023-05-24,C1003,P101,8,89.99
2023-05-25,C1004,P101,14,0.00
2023-05-25,C1005,P104,15,299.00
2023-05-25,C1006,P101,13,0.00
2023-05-25,C1001,P104,13,299.00
2023-05-25,C1002,P103,8,0.00
2023-05-25,C1003,P101,11,0.00
2023-05-25,C1004,P104,13,299.00
2023-05-25,C1005,P103,15,0.00
2023-05-25,C1006,P104,10,299.00
2023-05-25,C1001,P103,2,45.00
2023-05-26,C1002,P103,10,45.00
2023-05-26,C1003,P101,12,0.00
2023-05-26,C1004,P104,10,299.00
2023-05-26,C1005,P104,12,299.00
2023-05-26,C1006,P102,3,149.50
2023-05-26,C1001,P101,10,89.99
2023-05-26,C1002,P102,14,149.50
2023-05-26,C1003,P102,12,149.50
2023-05-26,C1004,P103,7,45.00
2023-05-26,C1005,P103,8,45.00
2023-05-27,C1006,P102,6,0.00
2023-05-27,C1001,P104,8,0.00
2023-05-27,C1002,P104,18,299.00
2023-05-27,C1003,P103,9,0.00
2023-05-27,C1004,P104,7,299.00
2023-05-27,C1005,P104,11,0.00
2023-05-27,C1006,P102,8,0.00
2023-05-27,C1001,P102,10,0.00
2023-05-27,C1002,P102,8,149.50
2023-05-27,C1003,P104,1,0.00
2023-05-28,C1004,P104,11,0.00
2023-05-28,C1005,P104,6,0.00
2023-05-28,C1006,P101,7,0.00
2023-05-28,C1001,P104,7,299.00
2023-05-28,C1002,P103,8,0.00
2023-05-28,C1003,P102,9,149.50
2023-05-28,C1004,P102,13,149.50
2023-05-28,C1005,P104,9,299.00
2023-05-28,C1006,P104,1,299.00
2023-05-28,C1001,P103,10,0.00
2023-05-29,C1002,P103,8,45.00
2023-05-29,C1003,P104,10,299.00
2023-05-29,C1004,P103,8,0.00
2023-05-29,C1005,P101,11,89.99
2023-05-29,C1006,P103,11,45.00
2023-05-29,C1001,P104,12,0.00
2023-05-29,C1002,P102,7,149.50
2023-05-29,C1003,P102,10,149.50
2023-05-29,C1004,P102,8,149.50
2023-05-30,C1005,P104,12,299.00
2023-05-30,C1006,P101,4,0.00
2023-05-30,C1001,P101,8,89.99
2023-05-30,C1002,P103,10,45.00
2023-05-30,C1003,P103,12,0.00
2023-05-30,C1004,P101,6,89.99
2023-05-30,C1005,P101,15,89.99
2023-05-30,C1006,P102,1,149.50
2023-05-30,C1001,P102,9,0.00
2023-05-30,C1002,P101,1,89.99
2023-05-31,C1003,P104,9,299.00
2023-05-31,C1004,P101,14,0.00
2023-05-31,C1005,P104,11,299.00
2023-05-31,C1006,P101,16,89.99
2023-05-31,C1001,P102,6,149.50
2023-05-31,C1002,P101,14,0.00
2023-05-31,C1003,P103,6,0.00
2023-05-31,C1004,P102,13,149.50
2023-05-31,C1005,P103,16,45.00
2023-05-31,C1006,P102,14,149.50
2023-06-01,C1001,P103,10,45.00
2023-06-01,C1002,P101,5,89.99
2023-06-01,C1003,P101,9,89.99
2023-06-01,C1004,P101,3,89.99
2023-06-01,C1005,P103,5,0.00
2023-06-01,C1006,P103,6,45.00
2023-06-01,C1001,P102,9,149.50
2023-06-01,C1002,P102,7,0.00
2023-06-02,C1003,P101,10,89.99
2023-06-02,C1004,P101,11,0.00
2023-06-02,C1005,P103,7,0.00
2023-06-02,C1006,P104,17,0.00
2023-06-02,C1001,P104,12,299.00
2023-06-02,C1002,P103,11,45.00
2023-06-02,C1003,P103,6,45.00
2023-06-02,C1004,P102,7,0.00
2023-06-02,C1005,P103,8,45.00
2023-06-02,C1006,P101,4,89.99
2023-06-03,C1001,P101,5,89.99
2023-06-03,C1002,P104,12,0.00
2023-06-03,C1003,P101,12,0.00
2023-06-03,C1004,P101,14,89.99
2023-06-03,C1005,P102,8,0.00
2023-06-03,C1006,P103,8,0.00
2023-06-03,C1001,P103,12,45.00
2023-06-03,C1002,P103,8,45.00
2023-06-03,C1003,P101,7,89.99
2023-06-03,C1004,P102,8,149.50
2023-06-03,C1005,P102,12,149.50
2023-06-04,C1006,P101,12,0.00
2023-06-04,C1001,P103,13,45.00
2023-06-04,C1002,P101,16,89.99
2023-06-04,C1003,P103,15,45.00
2023-06-04,C1004,P101,10,89.99
2023-06-04,C1005,P103,14,0.00
2023-06-04,C1006,P102,5,149.50
2023-06-04,C1001,P102,5,149.50
2023-06-04,C1002,P102,8,149.50
2023-06-04,C1003,P101,11,0.00
2023-06-04,C1004,P101,6,89.99
2023-06-05,C1005,P102,15,0.00
2023-06-05,C1006,P103,15,45.00
2023-06-05,C1001,P101,6,0.00
2023-06-05,C1002,P103,11,0.00
2023-06-05,C1003,P102,11,149.50
2023-06-05,C1004,P104,9,299.00
2023-06-05,C1005,P101,6,89.99
2023-06-05,C1006,P102,10,149.50
2023-06-05,C1001,P101,5,0.00
2023-06-05,C1002,P101,13,0.00
2023-06-05,C1003,P104,3,299.00
2023-06-06,C1004,P102,11,0.00
2023-06-06,C1005,P101,13,89.99
2023-06-06,C1006,P102,9,149.50
2023-06-06,C1001,P103,7,45.00
2023-06-06,C1002,P102,7,0.00
2023-06-06,C1003,P103,5,45.00
2023-06-06,C1004,P102,7,149.50
2023-06-06,C1005,P104,1,0.00
2023-06-06,C1006,P102,15,149.50
2023-06-06,C1001,P103,10,45.00
2023-06-06,C1002,P102,9,0.00
2023-06-06,C1003,P101,12,89.99
2023-06-07,C1004,P101,13,89.99
2023-06-07,C1005,P103,11,45.00
2023-06-07,C1006,P101,16,89.99
2023-06-07,C1001,P101,5,0.00
2023-06-07,C1002,P104,9,0.00
2023-06-07,C1003,P103,1,45.00
2023-06-07,C1004,P103,12,0.00
2023-06-07,C1005,P102,14,149.50
2023-06-07,C1006,P103,9,0.00
2023-06-07,C1001,P103,8,45.00
2023-06-08,C1002,P102,9,149.50
2023-06-08,C1003,P104,1,299.00
2023-06-08,C1004,P104,6,0.00
2023-06-08,C1005,P102,10,0.00
2023-06-08,C1006,P102,1,149.50
2023-06-08,C1001,P101,3,89.99
2023-06-08,C1002,P101,12,89.99
2023-06-08,C1003,P103,13,0.00
2023-06-08,C1004,P103,14,0.00
2023-06-09,C1005,P103,9,0.00
2023-06-09,C1006,P102,5,0.00
2023-06-09,C1001,P103,8,45.00
2023-06-09,C1002,P104,4,0.00
2023-06-09,C1003,P101,9,89.99
2023-06-09,C1004,P102,6,149.50
2023-06-09,C1005,P102,13,149.50
2023-06-09,C1006,P103,5,45.00
2023-06-09,C1001,P104,11,299.00
2023-06-09,C1002,P103,12,45.00
2023-06-09,C1003,P101,6,0.00
2023-06-10,C1004,P104,14,299.00
2023-06-10,C1005,P102,17,149.50
2023-06-10,C1006,P102,7,149.50
2023-06-10,C1001,P101,8,89.99
2023-06-10,C1002,P102,10,149.50
2023-06-10,C1003,P103,7,45.00
2023-06-10,C1004,P102,4,0.00
2023-06-10,C1005,P104,6,299.00
2023-06-10,C1006,P104,13,299.00
2023-06-10,C1001,P103,11,0.00
2023-06-10,C1002,P101,13,89.99
2023-06-11,C1003,P101,6,89.99
2023-06-11,C1004,P102,10,0.00
2023-06-11,C1005,P101,9,89.99
2023-06-11,C1006,P103,8,0.00
2023-06-11,C1001,P102,12,149.50
2023-06-11,C1002,P101,12,0.00
2023-06-11,C1003,P102,9,149.50
2023-06-11,C1004,P101,10,0.00
2023-06-11,C1005,P102,4,149.50
2023-06-11,C1006,P103,11,45.00
2023-06-11,C1001,P104,10,0.00
2023-06-12,C1002,P102,7,149.50
2023-06-12,C1003,P103,11,45.00
2023-06-12,C1004,P103,10,45.00
2023-06-12,C1005,P101,12,89.99
2023-06-12,C1006,P104,5,0.00
2023-06-12,C1001,P102,3,0.00
2023-06-12,C1002,P102,10,0.00
2023-06-12,C1003,P103,8,45.00
2023-06-12,C1004,P101,13,0.00
2023-06-13,C1005,P101,7,0.00
2023-06-13,C1006,P101,12,0.00
2023-06-13,C1001,P102,5,0.00
2023-06-13,C1002,P104,11,299.00
2023-06-13,C1003,P104,18,0.00
2023-06-13,C1004,P104,7,0.00
2023-06-13,C1005,P102,11,149.50
2023-06-13,C1006,P101,4,0.00
2023-06-13,C1001,P104,11,0.00
2023-06-13,C1002,P101,5,89.99
2023-06-14,C1003,P104,15,0.00
2023-06-14,C1004,P102,12,149.50
2023-06-14,C1005,P102,15,149.50
2023-06-14,C1006,P102,7,149.50
2023-06-14,C1001,P104,11,299.00
2023-06-14,C1002,P103,6,0.00
2023-06-14,C1003,P104,15,0.00
2023-06-15,C1004,P101,12,89.99
2023-06-15,C1005,P103,10,45.00
2023-06-15,C1006,P102,6,149.50
2023-06-15,C1001,P101,9,89.99
2023-06-15,C1002,P104,14,0.00
2023-06-15,C1003,P103,10,0.00
2023-06-15,C1004,P103,10,45.00
2023-06-15,C1005,P103,7,0.00
2023-06-16,C1006,P103,11,45.00
2023-06-16,C1001,P103,13,0.00
2023-06-16,C1002,P101,10,0.00
2023-06-16,C1003,P104,9,299.00
2023-06-16,C1004,P103,9,45.00
2023-06-16,C1005,P104,8,0.00
2023-06-16,C1006,P103,10,0.00
2023-06-16,C1001,P103,14,45.00
2023-06-16,C1002,P104,16,299.00
2023-06-16,C1003,P104,12,0.00
2023-06-17,C1004,P104,9,299.00
2023-06-17,C1005,P104,11,0.00
2023-06-17,C1006,P102,8,149.50
2023-06-17,C1001,P101,7,0.00
2023-06-17,C1002,P103,12,0.00
2023-06-17,C1003,P101,12,89.99
2023-06-17,C1004,P102,9,149.50
2023-06-17,C1005,P101,14,89.99
2023-06-17,C1006,P104,10,0.00
2023-06-17,C1001,P104,20,299.00
2023-06-17,C1002,P104,11,299.00
2023-06-17,C1003,P101,10,89.99
2023-06-18,C1004,P104,7,299.00
2023-06-18,C1005,P104,8,0.00
2023-06-18,C1006,P102,14,0.00
2023-06-18,C1001,P101,10,89.99
2023-06-18,C1002,P102,11,149.50
2023-06-18,C1003,P104,12,0.00
2023-06-18,C1004,P103,10,0.00
2023-06-18,C1005,P104,4,299.00
2023-06-18,C1006,P104,7,299.00
2023-06-18,C1001,P101,14,89.99
2023-06-18,C1002,P102,7,0.00
2023-06-18,C1003,P102,8,0.00
2023-06-19,C1004,P104,2,0.00
2023-06-19,C1005,P101,9,0.00
2023-06-19,C1006,P103,6,0.00
2023-06-19,C1001,P103,8,45.00
2023-06-19,C1002,P104,9,299.00
2023-06-19,C1003,P104,10,299.00
2023-06-19,C1004,P104,3,0.00
2023-06-19,C1005,P104,13,299.00
2023-06-19,C1006,P101,10,0.00
2023-06-20,C1001,P101,11,89.99
2023-06-20,C1002,P102,10,0.00
2023-06-20,C1003,P102,5,149.50
2023-06-20,C1004,P102,6,0.00
2023-06-20,C1005,P102,11,0.00
2023-06-20,C1006,P102,5,0.00
2023-06-20,C1001,P101,11,89.99
2023-06-20,C1002,P103,8,0.00
2023-06-20,C1003,P102,8,149.50
2023-06-21,C1004,P102,4,0.00
2023-06-21,C1005,P101,8,89.99
2023-06-21,C1006,P101,7,89.99
2023-06-21,C1001,P103,10,45.00
2023-06-21,C1002,P101,4,0.00
2023-06-21,C1003,P102,13,149.50
2023-06-21,C1004,P102,11,149.50
2023-06-21,C1005,P103,14,0.00
2023-06-21,C1006,P103,9,45.00
2023-06-21,C1001,P103,8,45.00
2023-06-22,C1002,P102,11,0.00
2023-06-22,C1003,P101,3,89.99
2023-06-22,C1004,P101,5,0.00
2023-06-22,C1005,P104,12,0.00
2023-06-22,C1006,P103,6,45.00
2023-06-22,C1001,P101,4,89.99
2023-06-22,C1002,P103,13,0.00
2023-06-22,C1003,P102,6,0.00
2023-06-22,C1004,P101,8,89.99
2023-06-23,C1005,P101,11,0.00
2023-06-23,C1006,P102,10,149.50
2023-06-23,C1001,P103,17,45.00
2023-06-23,C1002,P101,12,89.99
2023-06-23,C1003,P101,6,89.99
2023-06-23,C1004,P104,11,299.00
2023-06-23,C1005,P103,13,45.00
2023-06-23,C1006,P101,3,0.00
2023-06-23,C1001,P101,5,0.00
2023-06-23,C1002,P103,11,0.00
2023-06-23,C1003,P102,7,149.50
2023-06-24,C1004,P101,9,0.00
2023-06-24,C1005,P101,10,0.00
2023-06-24,C1006,P104,11,299.00
2023-06-24,C1001,P104,8,299.00
2023-06-24,C1002,P101,2,89.99
2023-06-24,C1003,P101,8,89.99
2023-06-24,C1004,P102,14,0.00
2023-06-24,C1005,P103,9,45.00
2023-06-24,C1006,P102,7,0.00
2023-06-24,C1001,P102,14,0.00
2023-06-25,C1002,P104,14,0.00
2023-06-25,C1003,P101,12,89.99
2023-06-25,C1004,P102,15,149.50
2023-06-25,C1005,P103,11,45.00
2023-06-25,C1006,P102,15,0.00
2023-06-25,C1001,P104,9,299.00
2023-06-25,C1002,P103,10,45.00
2023-06-25,C1003,P104,14,299.00
2023-06-25,C1004,P104,1,0.00
2023-06-25,C1005,P104,18,299.00
2023-06-25,C1006,P104,10,299.00
2023-06-26,C1001,P103,3,45.00
2023-06-26,C1002,P103,11,45.00
2023-06-26,C1003,P101,16,0.00
2023-06-26,C1004,P104,11,299.00
2023-06-26,C1005,P101,3,0.00
2023-06-26,C1006,P104,11,0.00
2023-06-26,C1001,P102,7,149.50
2023-06-26,C1002,P104,13,299.00
2023-06-26,C1003,P104,9,299.00
2023-06-26,C1004,P102,12,149.50
2023-06-26,C1005,P104,9,0.00
2023-06-27,C1006,P104,6,299.00
2023-06-27,C1001,P101,13,0.00
2023-06-27,C1002,P104,13,0.00
2023-06-27,C1003,P102,10,149.50
2023-06-27,C1004,P104,10,299.00
2023-06-27,C1005,P104,8,299.00
2023-06-27,C1006,P104,9,299.00
