date,store_id,product_id,sales_amount,units_sold
2023-05-25,S001,P101,17122.57,133
2023-05-25,S002,P102,10601.45,87
2023-05-25,S003,P103,13769.78,111
2023-05-25,S004,P101,11270.26,92
2023-05-25,S005,P104,14568.53,114
2023-05-26,S001,P101,19119.75,149
2023-05-26,S002,P102,11329.32,93
2023-05-26,S003,P103,15473.24,123
2023-05-26,S004,P101,11313.94,92
2023-05-26,S005,P104,14577.33,113
2023-05-27,S001,P101,18072.39,145
2023-05-27,S002,P102,10724.40,86
2023-05-27,S003,P103,15181.46,119
2023-05-27,S004,P101,12199.18,99
2023-05-27,S005,P104,14610.36,114
2023-05-28,S001,P101,18898.90,144
2023-05-28,S002,P102,11383.64,89
2023-05-28,S003,P103,15150.43,121
2023-05-28,S004,P101,11818.53,97
2023-05-28,S005,P104,15015.43,118
2023-05-29,S001,P101,16575.23,135
2023-05-29,S002,P102,10988.44,91
2023-05-29,S003,P103,13816.42,110
2023-05-29,S004,P101,11008.19,87
2023-05-29,S005,P104,14015.88,106
2023-05-30,S001,P101,17816.05,145
2023-05-30,S002,P102,11219.70,95
2023-05-30,S003,P103,14039.82,112
2023-05-30,S004,P101,11045.80,93
2023-05-30,S005,P104,13234.62,107
2023-05-31,S001,P101,16457.25,121
2023-05-31,S002,P102,10099.16,77
2023-05-31,S003,P103,14723.18,114
2023-05-31,S004,P101,10963.24,84
2023-05-31,S005,P104,14331.20,110
2023-06-01,S001,P101,18148.41,140
2023-06-01,S002,P102,10564.75,84
2023-06-01,S003,P103,14238.43,118
2023-06-01,S004,P101,11109.72,85
2023-06-01,S005,P104,13810.89,108
2023-06-02,S001,P101,19010.28,153
2023-06-02,S002,P102,11530.03,94
2023-06-02,S003,P103,14948.81,119
2023-06-02,S004,P101,11927.16,99
2023-06-02,S005,P104,14961.09,118
2023-06-03,S001,P101,17964.56,146
2023-06-03,S002,P102,11373.88,91
2023-06-03,S003,P103,14305.03,118
2023-06-03,S004,P101,11343.64,88
2023-06-03,S005,P104,15510.42,119
2023-06-04,S001,P101,18560.56,148
2023-06-04,S002,P102,11237.86,93
2023-06-04,S003,P103,15951.92,120
2023-06-04,S004,P101,11306.87,92
2023-06-04,S005,P104,14440.43,114
2023-06-05,S001,P101,17501.49,142
2023-06-05,S002,P102,10808.36,86
2023-06-05,S003,P103,13913.76,115
2023-06-05,S004,P101,10905.50,88
2023-06-05,S005,P104,13900.10,111
2023-06-06,S001,P101,17337.75,138
2023-06-06,S002,P102,10534.66,86
2023-06-06,S003,P103,14978.80,120
2023-06-06,S004,P101,11395.19,93
2023-06-06,S005,P104,14577.23,117
2023-06-07,S001,P101,17580.24,144
2023-06-07,S002,P102,10934.76,84
2023-06-07,S003,P103,14324.36,108
2023-06-07,S004,P101,11113.91,90
2023-06-07,S005,P104,14733.08,118
2023-06-08,S001,P101,18023.36,144
2023-06-08,S002,P102,10551.38,80
2023-06-08,S003,P103,13859.66,106
2023-06-08,S004,P101,11372.42,90
2023-06-08,S005,P104,14440.32,115
2023-06-09,S001,P101,19305.85,159
2023-06-09,S002,P102,11416.84,90
2023-06-09,S003,P103,15040.98,114
2023-06-09,S004,P101,12180.12,100
2023-06-09,S005,P104,15107.74,119
2023-06-10,S001,P101,19346.25,143
2023-06-10,S002,P102,11721.85,94
2023-06-10,S003,P103,15033.70,125
2023-06-10,S004,P101,12303.06,97
2023-06-10,S005,P104,15082.79,119
2023-06-11,S001,P101,18396.07,141
2023-06-11,S002,P102,12163.02,100
2023-06-11,S003,P103,15701.18,121
2023-06-11,S004,P101,12744.97,108
2023-06-11,S005,P104,15220.42,118
2023-06-12,S001,P101,16994.46,137
2023-06-12,S002,P102,10625.31,84
2023-06-12,S003,P103,14890.33,113
2023-06-12,S004,P101,11937.93,99
2023-06-12,S005,P104,13655.36,104
2023-06-13,S001,P101,17354.58,134
2023-06-13,S002,P102,10866.28,80
2023-06-13,S003,P103,14267.08,120
2023-06-13,S004,P101,10720.04,85
2023-06-13,S005,P104,13548.97,110
2023-06-14,S001,P101,17399.09,147
2023-06-14,S002,P102,11042.38,87
2023-06-14,S003,P103,14649.44,115
2023-06-14,S004,P101,10638.46,85
2023-06-14,S005,P104,14162.77,113
2023-06-15,S001,P101,17768.55,139
2023-06-15,S002,P102,11125.86,93
2023-06-15,S003,P103,13861.38,116
2023-06-15,S004,P101,11073.66,86
2023-06-15,S005,P104,15368.01,123
2023-06-16,S001,P101,19573.85,160
2023-06-16,S002,P102,11094.71,89
2023-06-16,S003,P103,15108.14,115
2023-06-16,S004,P101,11263.35,90
2023-06-16,S005,P104,15450.54,125
2023-06-17,S001,P101,18575.78,145
2023-06-17,S002,P102,11349.56,89
2023-06-17,S003,P103,14870.97,118
2023-06-17,S004,P101,11953.57,93
2023-06-17,S005,P104,15079.06,117
2023-06-18,S001,P101,18763.59,152
2023-06-18,S002,P102,11773.54,95
2023-06-18,S003,P103,14579.77,115
2023-06-18,S004,P101,12075.35,98
2023-06-18,S005,P104,14456.76,116
2023-06-19,S001,P101,18296.47,145
2023-06-19,S002,P102,10959.34,88
2023-06-19,S003,P103,14536.62,118
2023-06-19,S004,P101,11215.24,90
2023-06-19,S005,P104,13917.21,110
2023-06-20,S001,P101,18330.16,145
2023-06-20,S002,P102,10936.28,86
2023-06-20,S003,P103,14800.47,115
2023-06-20,S004,P101,11547.40,89
2023-06-20,S005,P104,13795.09,111
2023-06-21,S001,P101,17661.40,142
2023-06-21,S002,P102,11382.46,89
2023-06-21,S003,P103,14639.24,113
2023-06-21,S004,P101,11687.36,95
2023-06-21,S005,P104,14532.26,116
2023-06-22,S001,P101,17116.27,135
2023-06-22,S002,P102,11183.03,89
2023-06-22,S003,P103,14489.35,111
2023-06-22,S004,P101,11267.70,88
2023-06-22,S005,P104,13790.18,109
2023-06-23,S001,P101,17677.40,144
2023-06-23,S002,P102,12031.03,96
2023-06-23,S003,P103,14915.64,115
2023-06-23,S004,P101,11924.06,88
2023-06-23,S005,P104,15293.82,124
2023-06-24,S001,P101,18607.17,146
2023-06-24,S002,P102,11791.19,95
2023-06-24,S003,P103,15919.92,127
2023-06-24,S004,P101,11715.16,92
2023-06-24,S005,P104,15296.05,128
2023-06-25,S001,P101,18604.49,144
2023-06-25,S002,P102,11413.29,85
2023-06-25,S003,P103,15554.46,119
2023-06-25,S004,P101,11503.90,86
2023-06-25,S005,P104,14698.88,119
2023-06-26,S001,P101,16811.52,127
2023-06-26,S002,P102,11071.02,87
2023-06-26,S003,P103,14644.40,119
2023-06-26,S004,P101,11201.65,86
2023-06-26,S005,P104,14236.26,115
2023-06-27,S001,P101,17249.56,132
2023-06-27,S002,P102,11403.58,90
2023-06-27,S003,P103,14240.67,113
2023-06-27,S004,P101,11610.13,93
2023-06-27,S005,P104,14139.23,115
2023-06-28,S001,P101,18887.93,157
2023-06-28,S002,P102,11248.13,86
2023-06-28,S003,P103,16237.61,125
2023-06-28,S004,P101,11061.30,86
2023-06-28,S005,P104,15039.45,121
2023-06-29,S001,P101,16743.13,135
2023-06-29,S002,P102,11201.51,88
2023-06-29,S003,P103,13849.82,108
2023-06-29,S004,P101,11036.31,88
2023-06-29,S005,P104,14049.75,114
2023-06-30,S001,P101,18228.48,138
2023-06-30,S002,P102,11456.65,95
2023-06-30,S003,P103,15118.65,129
2023-06-30,S004,P101,12184.39,94
2023-06-30,S005,P104,14822.22,119
2023-07-01,S001,P101,18090.24,155
2023-07-01,S002,P102,11363.79,92
2023-07-01,S003,P103,16092.26,128
2023-07-01,S004,P101,11601.17,92
2023-07-01,S005,P104,15368.95,126
2023-07-02,S001,P101,18828.58,144
2023-07-02,S002,P102,11732.90,91
2023-07-02,S003,P103,14340.44,112
2023-07-02,S004,P101,11429.51,93
2023-07-02,S005,P104,16092.26,135
2023-07-03,S001,P101,17247.70,136
2023-07-03,S002,P102,11242.26,92
2023-07-03,S003,P103,14223.77,113
2023-07-03,S004,P101,12071.29,96
2023-07-03,S005,P104,14049.57,112
2023-07-04,S001,P101,17935.88,139
2023-07-04,S002,P102,10900.99,84
2023-07-04,S003,P103,14286.94,120
2023-07-04,S004,P101,11495.73,91
2023-07-04,S005,P104,13837.73,109
2023-07-05,S001,P101,18214.27,143
2023-07-05,S002,P102,11508.16,88
2023-07-05,S003,P103,14276.41,120
2023-07-05,S004,P101,10416.36,86
2023-07-05,S005,P104,13408.75,106
2023-07-06,S001,P101,17475.44,143
2023-07-06,S002,P102,9845.46,74
2023-07-06,S003,P103,14138.45,113
2023-07-06,S004,P101,10851.42,86
2023-07-06,S005,P104,13707.43,108
2023-07-07,S001,P101,18265.39,147
2023-07-07,S002,P102,11904.97,99
2023-07-07,S003,P103,15048.95,119
2023-07-07,S004,P101,12002.07,95
2023-07-07,S005,P104,15141.12,115
2023-07-08,S001,P101,18990.36,147
2023-07-08,S002,P102,11345.21,86
2023-07-08,S003,P103,15914.59,126
2023-07-08,S004,P101,12431.41,100
2023-07-08,S005,P104,14372.75,111
2023-07-09,S001,P101,19215.28,150
2023-07-09,S002,P102,11290.74,89
2023-07-09,S003,P103,15265.03,118
2023-07-09,S004,P101,11850.09,93
2023-07-09,S005,P104,13955.43,113
2023-07-10,S001,P101,17066.28,141
2023-07-10,S002,P102,10542.26,80
2023-07-10,S003,P103,14952.10,113
2023-07-10,S004,P101,10941.35,89
2023-07-10,S005,P104,14065.02,106
2023-07-11,S001,P101,17657.89,140
2023-07-11,S002,P102,11411.03,92
2023-07-11,S003,P103,15830.64,120
2023-07-11,S004,P101,11178.70,86
2023-07-11,S005,P104,14736.96,120
2023-07-12,S001,P101,17988.82,140
2023-07-12,S002,P102,10672.63,80
2023-07-12,S003,P103,15184.91,123
2023-07-12,S004,P101,11081.08,91
2023-07-12,S005,P104,14539.62,119
2023-07-13,S001,P101,16552.99,129
2023-07-13,S002,P102,11002.79,88
2023-07-13,S003,P103,14814.09,114
2023-07-13,S004,P101,11229.02,95
2023-07-13,S005,P104,14500.20,119
2023-07-14,S001,P101,18705.70,153
2023-07-14,S002,P102,12292.92,98
2023-07-14,S003,P103,15891.80,123
2023-07-14,S004,P101,12189.97,100
2023-07-14,S005,P104,14743.03,121
2023-07-15,S001,P101,18301.55,142
2023-07-15,S002,P102,11633.61,98
2023-07-15,S003,P103,15441.77,127
2023-07-15,S004,P101,11666.96,93
2023-07-15,S005,P104,14534.07,114
2023-07-16,S001,P101,19196.96,153
2023-07-16,S002,P102,12146.59,96
2023-07-16,S003,P103,15186.87,126
2023-07-16,S004,P101,11694.42,89
2023-07-16,S005,P104,15659.54,126
2023-07-17,S001,P101,16184.74,129
2023-07-17,S002,P102,10748.35,90
2023-07-17,S003,P103,13959.89,109
2023-07-17,S004,P101,10802.35,83
2023-07-17,S005,P104,13803.71,105
2023-07-18,S001,P101,16852.82,128
2023-07-18,S002,P102,10343.82,78
2023-07-18,S003,P103,14047.00,110
2023-07-18,S004,P101,10672.68,86
2023-07-18,S005,P104,14088.13,111
2023-07-19,S001,P101,17180.24,144
2023-07-19,S002,P102,10957.81,88
2023-07-19,S003,P103,13042.64,102
2023-07-19,S004,P101,10296.34,81
2023-07-19,S005,P104,14265.62,111
2023-07-20,S001,P101,17756.29,137
2023-07-20,S002,P102,11066.95,84
2023-07-20,S003,P103,14144.56,114
2023-07-20,S004,P101,11351.08,90
2023-07-20,S005,P104,14969.15,118
2023-07-21,S001,P101,18360.45,134
2023-07-21,S002,P102,12204.18,96
2023-07-21,S003,P103,14651.34,121
2023-07-21,S004,P101,12402.63,99
2023-07-21,S005,P104,14319.15,115
2023-07-22,S001,P101,18243.56,140
2023-07-22,S002,P102,11930.23,89
2023-07-22,S003,P103,15473.18,125
2023-07-22,S004,P101,12715.31,102
2023-07-22,S005,P104,14014.03,109
2023-07-23,S001,P101,18639.97,150
2023-07-23,S002,P102,11894.51,89
2023-07-23,S003,P103,15027.13,123
2023-07-23,S004,P101,12509.27,105
2023-07-23,S005,P104,14762.45,121
2023-07-24,S001,P101,18412.41,152
2023-07-24,S002,P102,11068.29,90
2023-07-24,S003,P103,13830.39,105
2023-07-24,S004,P101,11497.73,91
2023-07-24,S005,P104,13989.42,109
2023-07-25,S001,P101,17133.30,138
2023-07-25,S002,P102,10425.79,83
2023-07-25,S003,P103,14311.13,114
2023-07-25,S004,P101,10813.08,88
2023-07-25,S005,P104,14843.57,116
2023-07-26,S001,P101,18092.83,148
2023-07-26,S002,P102,9823.95,76
2023-07-26,S003,P103,13870.78,113
2023-07-26,S004,P101,11170.31,90
2023-07-26,S005,P104,14254.01,110
2023-07-27,S001,P101,16886.78,130
2023-07-27,S002,P102,10702.85,85
2023-07-27,S003,P103,14240.60,111
2023-07-27,S004,P101,11443.33,94
2023-07-27,S005,P104,14651.28,119
2023-07-28,S001,P101,18628.04,152
2023-07-28,S002,P102,11688.25,91
2023-07-28,S003,P103,15719.25,132
2023-07-28,S004,P101,12638.22,101
2023-07-28,S005,P104,14986.99,121
2023-07-29,S001,P101,18496.70,150
2023-07-29,S002,P102,11409.28,90
2023-07-29,S003,P103,15926.07,128
2023-07-29,S004,P101,11880.52,97
2023-07-29,S005,P104,14884.34,120
2023-07-30,S001,P101,18441.06,142
2023-07-30,S002,P102,11425.51,88
2023-07-30,S003,P103,15163.54,117
2023-07-30,S004,P101,12204.32,99
2023-07-30,S005,P104,14920.95,119
2023-07-31,S001,P101,17509.43,131
2023-07-31,S002,P102,10305.14,82
2023-07-31,S003,P103,14248.81,113
2023-07-31,S004,P101,10657.62,85
2023-07-31,S005,P104,13639.43,105
2023-08-01,S001,P101,17437.30,138
2023-08-01,S002,P102,11113.66,90
2023-08-01,S003,P103,14415.65,116
2023-08-01,S004,P101,10710.31,83
2023-08-01,S005,P104,13147.02,114
2023-08-02,S001,P101,16571.37,131
2023-08-02,S002,P102,10535.71,83
2023-08-02,S003,P103,13762.11,103
2023-08-02,S004,P101,10640.25,81
2023-08-02,S005,P104,13740.48,107
2023-08-03,S001,P101,16785.68,135
2023-08-03,S002,P102,10437.78,85
2023-08-03,S003,P103,13836.05,111
2023-08-03,S004,P101,10501.69,85
2023-08-03,S005,P104,13586.91,110
2023-08-04,S001,P101,18574.45,147
2023-08-04,S002,P102,11427.60,90
2023-08-04,S003,P103,15606.06,128
2023-08-04,S004,P101,11983.76,92
2023-08-04,S005,P104,14161.56,111
2023-08-05,S001,P101,18207.43,147
2023-08-05,S002,P102,11007.93,91
2023-08-05,S003,P103,14939.69,112
2023-08-05,S004,P101,11597.46,85
2023-08-05,S005,P104,14294.85,112
2023-08-06,S001,P101,17965.70,142
2023-08-06,S002,P102,11169.79,87
2023-08-06,S003,P103,15636.76,129
2023-08-06,S004,P101,11325.10,94
2023-08-06,S005,P104,13867.69,108
2023-08-07,S001,P101,18024.11,134
2023-08-07,S002,P102,10779.21,82
2023-08-07,S003,P103,13863.58,110
2023-08-07,S004,P101,11642.68,90
2023-08-07,S005,P104,13634.14,111
2023-08-08,S001,P101,16934.52,132
2023-08-08,S002,P102,10531.22,84
2023-08-08,S003,P103,14333.76,111
2023-08-08,S004,P101,10789.75,87
2023-08-08,S005,P104,13560.83,107
2023-08-09,S001,P101,17051.54,133
2023-08-09,S002,P102,10244.54,83
2023-08-09,S003,P103,13360.05,110
2023-08-09,S004,P101,11039.20,84
2023-08-09,S005,P104,13739.27,110
2023-08-10,S001,P101,17494.75,144
2023-08-10,S002,P102,10380.06,81
2023-08-10,S003,P103,13570.69,105
2023-08-10,S004,P101,10649.39,85
2023-08-10,S005,P104,13586.96,107
2023-08-11,S001,P101,17769.78,143
2023-08-11,S002,P102,11030.60,85
2023-08-11,S003,P103,14724.21,116
2023-08-11,S004,P101,11294.29,92
2023-08-11,S005,P104,14859.47,119
2023-08-12,S001,P101,18266.23,148
2023-08-12,S002,P102,11178.91,91
2023-08-12,S003,P103,15566.95,124
2023-08-12,S004,P101,11873.86,97
2023-08-12,S005,P104,14284.71,110
2023-08-13,S001,P101,18705.66,142
2023-08-13,S002,P102,11812.56,96
2023-08-13,S003,P103,14836.81,118
2023-08-13,S004,P101,12375.13,96
2023-08-13,S005,P104,13875.96,109
2023-08-14,S001,P101,16779.03,130
2023-08-14,S002,P102,10482.19,84
2023-08-14,S003,P103,13370.34,112
2023-08-14,S004,P101,10346.02,79
2023-08-14,S005,P104,13631.65,108
2023-08-15,S001,P101,17160.41,134
2023-08-15,S002,P102,10032.70,78
2023-08-15,S003,P103,13406.76,108
2023-08-15,S004,P101,10690.47,87
2023-08-15,S005,P104,13697.70,113
2023-08-16,S001,P101,17423.48,142
2023-08-16,S002,P102,10659.44,83
2023-08-16,S003,P103,13582.71,102
2023-08-16,S004,P101,10979.68,86
2023-08-16,S005,P104,13580.02,110
2023-08-17,S001,P101,16044.70,124
2023-08-17,S002,P102,10233.83,80
2023-08-17,S003,P103,13761.75,106
2023-08-17,S004,P101,10870.32,82
2023-08-17,S005,P104,12371.65,101
2023-08-18,S001,P101,17245.31,135
2023-08-18,S002,P102,10546.35,80
2023-08-18,S003,P103,14422.95,113
2023-08-18,S004,P101,12007.32,97
2023-08-18,S005,P104,14130.18,115
2023-08-19,S001,P101,18670.61,151
2023-08-19,S002,P102,10887.05,89
2023-08-19,S003,P103,15435.77,125
2023-08-19,S004,P101,12302.38,101
2023-08-19,S005,P104,14607.65,113
2023-08-20,S001,P101,17304.39,138
2023-08-20,S002,P102,10408.77,81
2023-08-20,S003,P103,14975.35,117
2023-08-20,S004,P101,11803.24,90
2023-08-20,S005,P104,13956.61,115
2023-08-21,S001,P101,16869.14,136
2023-08-21,S002,P102,10879.65,90
2023-08-21,S003,P103,13149.96,109
2023-08-21,S004,P101,10554.83,84
2023-08-21,S005,P104,13236.81,109
2023-08-22,S001,P101,16037.65,130
2023-08-22,S002,P102,10430.51,85
2023-08-22,S003,P103,13441.38,110
2023-08-22,S004,P101,10502.69,86
2023-08-22,S005,P104,13357.60,102
2023-08-23,S001,P101,16930.83,136
2023-08-23,S002,P102,10089.50,78
2023-08-23,S003,P103,13398.28,102
2023-08-23,S004,P101,11429.82,88
2023-08-23,S005,P104,12856.78,106
2023-08-24,S001,P101,17007.66,139
2023-08-24,S002,P102,10738.98,85
2023-08-24,S003,P103,12982.18,106
2023-08-24,S004,P101,11064.48,87
2023-08-24,S005,P104,12543.87,104
2023-08-25,S001,P101,18172.42,139
2023-08-25,S002,P102,11168.93,85
2023-08-25,S003,P103,14183.47,109
2023-08-25,S004,P101,11271.44,87
2023-08-25,S005,P104,13728.65,112
2023-08-26,S001,P101,17973.65,146
2023-08-26,S002,P102,11256.35,89
2023-08-26,S003,P103,14423.85,117
2023-08-26,S004,P101,12175.50,100
2023-08-26,S005,P104,14610.70,120
2023-08-27,S001,P101,18400.97,139
2023-08-27,S002,P102,11154.96,89
2023-08-27,S003,P103,14381.62,113
2023-08-27,S004,P101,11324.59,91
2023-08-27,S005,P104,14325.68,109
2023-08-28,S001,P101,16666.92,131
2023-08-28,S002,P102,9750.10,78
2023-08-28,S003,P103,13207.66,103
2023-08-28,S004,P101,10390.48,83
2023-08-28,S005,P104,12978.48,100
2023-08-29,S001,P101,16000.65,127
2023-08-29,S002,P102,10212.57,79
2023-08-29,S003,P103,13569.34,105
2023-08-29,S004,P101,11745.84,91
2023-08-29,S005,P104,12583.17,101
2023-08-30,S001,P101,15932.77,130
2023-08-30,S002,P102,10689.36,84
2023-08-30,S003,P103,13387.36,105
2023-08-30,S004,P101,10661.00,88
2023-08-30,S005,P104,13321.23,103
2023-08-31,S001,P101,17370.46,143
2023-08-31,S002,P102,10189.90,79
2023-08-31,S003,P103,13305.12,103
2023-08-31,S004,P101,10828.63,85
2023-08-31,S005,P104,11844.79,97
2023-09-01,S001,P101,17726.29,146
2023-09-01,S002,P102,10659.55,85
2023-09-01,S003,P103,14737.87,119
2023-09-01,S004,P101,11526.43,101
2023-09-01,S005,P104,13677.88,109
2023-09-02,S001,P101,18620.13,145
2023-09-02,S002,P102,10307.43,78
2023-09-02,S003,P103,14427.41,117
2023-09-02,S004,P101,11688.30,89
2023-09-02,S005,P104,14180.82,117
2023-09-03,S001,P101,17489.42,140
2023-09-03,S002,P102,10898.85,88
